step,strategy,frac_S,frac_I,frac_R
4,hub,0.27662037037037035,0.6082175925925926,0.11516203703703703
5,hub,0.2193287037037037,0.6001157407407407,0.18055555555555555
6,hub,0.17939814814814814,0.5839120370370371,0.23668981481481483
7,hub,0.15046296296296297,0.5410879629629629,0.30844907407407407
8,hub,0.1400462962962963,0.4947916666666667,0.36516203703703703
9,hub,0.12731481481481483,0.45601851851851855,0.4166666666666667
10,hub,0.11284722222222222,0.42476851851851855,0.46238425925925924
11,hub,0.10185185185185185,0.3883101851851852,0.5098379629629629
12,hub,0.09664351851851852,0.3570601851851852,0.5462962962962963
13,hub,0.08738425925925926,0.33217592592592593,0.5804398148148148
14,hub,0.08043981481481481,0.3038194444444444,0.6157407407407407
15,hub,0.07928240740740741,0.2760416666666667,0.6446759259259259
16,hub,0.07696759259259259,0.24710648148148148,0.6759259259259259
17,hub,0.07465277777777778,0.22743055555555555,0.6979166666666666
18,hub,0.07407407407407407,0.20601851851851852,0.7199074074074074
19,hub,0.07233796296296297,0.18344907407407407,0.7442129629629629
20,hub,0.07060185185185185,0.16377314814814814,0.765625
21,hub,0.06828703703703703,0.15393518518518517,0.7777777777777778
22,hub,0.06770833333333333,0.13831018518518517,0.7939814814814815
23,hub,0.06655092592592593,0.1267361111111111,0.8067129629629629
24,hub,0.06655092592592593,0.11458333333333333,0.8188657407407407
25,hub,0.06655092592592593,0.10011574074074074,0.8333333333333334
26,hub,0.06597222222222222,0.08912037037037036,0.8449074074074074
27,hub,0.06481481481481481,0.08449074074074074,0.8506944444444444
28,hub,0.06481481481481481,0.07349537037037036,0.8616898148148148
29,hub,0.0642361111111111,0.06712962962962964,0.8686342592592593
30,hub,0.0642361111111111,0.05787037037037037,0.8778935185185185
31,hub,0.06365740740740741,0.05555555555555555,0.8807870370370371
32,hub,0.06365740740740741,0.045717592592592594,0.890625
33,hub,0.06365740740740741,0.04224537037037037,0.8940972222222222
34,hub,0.06365740740740741,0.034722222222222224,0.9016203703703703
35,hub,0.06365740740740741,0.030671296296296297,0.9056712962962963
36,hub,0.0630787037037037,0.028356481481481483,0.9085648148148148
37,hub,0.0630787037037037,0.02662037037037037,0.9103009259259259
38,hub,0.0630787037037037,0.023148148148148147,0.9137731481481481
39,hub,0.0630787037037037,0.023148148148148147,0.9137731481481481
40,hub,0.0630787037037037,0.020833333333333332,0.9160879629629629
41,hub,0.0630787037037037,0.017939814814814815,0.9189814814814815
42,hub,0.0630787037037037,0.015046296296296295,0.921875
43,hub,0.0630787037037037,0.013888888888888888,0.9230324074074074
44,hub,0.0630787037037037,0.01273148148148148,0.9241898148148148
45,hub,0.0630787037037037,0.011574074074074073,0.9253472222222222
46,hub,0.0630787037037037,0.011574074074074073,0.9253472222222222
47,hub,0.0630787037037037,0.009837962962962963,0.9270833333333334
48,hub,0.0630787037037037,0.009259259259259259,0.9276620370370371
49,hub,0.0630787037037037,0.008680555555555556,0.9282407407407407
50,hub,0.0630787037037037,0.007523148148148148,0.9293981481481481
51,hub,0.0630787037037037,0.006944444444444444,0.9299768518518519
52,hub,0.0630787037037037,0.00636574074074074,0.9305555555555556
53,hub,0.0630787037037037,0.00636574074074074,0.9305555555555556
54,hub,0.0630787037037037,0.00636574074074074,0.9305555555555556
55,hub,0.0630787037037037,0.00636574074074074,0.9305555555555556
56,hub,0.0630787037037037,0.005208333333333333,0.9317129629629629
57,hub,0.0630787037037037,0.004629629629629629,0.9322916666666666
58,hub,0.0630787037037037,0.004050925925925926,0.9328703703703703
59,hub,0.0630787037037037,0.004050925925925926,0.9328703703703703
60,hub,0.0630787037037037,0.003472222222222222,0.9334490740740741
61,hub,0.0630787037037037,0.0028935185185185184,0.9340277777777778
62,hub,0.0630787037037037,0.0028935185185185184,0.9340277777777778
63,hub,0.0630787037037037,0.0028935185185185184,0.9340277777777778
64,hub,0.0630787037037037,0.0028935185185185184,0.9340277777777778
65,hub,0.0630787037037037,0.0028935185185185184,0.9340277777777778
66,hub,0.0630787037037037,0.0028935185185185184,0.9340277777777778
67,hub,0.0630787037037037,0.0028935185185185184,0.9340277777777778
68,hub,0.0630787037037037,0.0023148148148148147,0.9346064814814815
69,hub,0.0630787037037037,0.0023148148148148147,0.9346064814814815
70,hub,0.0630787037037037,0.0023148148148148147,0.9346064814814815
71,hub,0.0630787037037037,0.0023148148148148147,0.9346064814814815
72,hub,0.0630787037037037,0.0023148148148148147,0.9346064814814815
73,hub,0.0630787037037037,0.0023148148148148147,0.9346064814814815
74,hub,0.0630787037037037,0.0023148148148148147,0.9346064814814815
75,hub,0.0630787037037037,0.001736111111111111,0.9351851851851852
76,hub,0.0630787037037037,0.001736111111111111,0.9351851851851852
77,hub,0.0630787037037037,0.0011574074074074073,0.9357638888888888
78,hub,0.0630787037037037,0.0011574074074074073,0.9357638888888888
79,hub,0.0630787037037037,0.0011574074074074073,0.9357638888888888
80,hub,0.0630787037037037,0.0011574074074074073,0.9357638888888888
81,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
82,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
83,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
84,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
85,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
86,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
87,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
88,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
89,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
90,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
91,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
92,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
93,hub,0.0630787037037037,0.0005787037037037037,0.9363425925925926
94,hub,0.0630787037037037,0.0,0.9369212962962963
0,disease_gene,0.9861111111111112,0.013888888888888888,0.0
1,disease_gene,0.9351851851851852,0.0630787037037037,0.001736111111111111
2,disease_gene,0.7910879629629629,0.20081018518518517,0.008101851851851851
3,disease_gene,0.5393518518518519,0.42592592592592593,0.034722222222222224
4,disease_gene,0.3541666666666667,0.5659722222222222,0.0798611111111111
5,disease_gene,0.2534722222222222,0.6116898148148148,0.13483796296296297
6,disease_gene,0.19155092592592593,0.6070601851851852,0.2013888888888889
7,disease_gene,0.16319444444444445,0.5740740740740741,0.26273148148148145
8,disease_gene,0.14814814814814814,0.5271990740740741,0.3246527777777778
9,disease_gene,0.12905092592592593,0.49537037037037035,0.3755787037037037
10,disease_gene,0.11284722222222222,0.46296296296296297,0.4241898148148148
11,disease_gene,0.09953703703703703,0.4340277777777778,0.4664351851851852
12,disease_gene,0.0920138888888889,0.3940972222222222,0.5138888888888888
13,disease_gene,0.08796296296296297,0.35648148148148145,0.5555555555555556
14,disease_gene,0.08449074074074074,0.32233796296296297,0.5931712962962963
15,disease_gene,0.08217592592592593,0.2899305555555556,0.6278935185185185
16,disease_gene,0.08043981481481481,0.26157407407407407,0.6579861111111112
17,disease_gene,0.08043981481481481,0.23726851851851852,0.6822916666666666
18,disease_gene,0.07696759259259259,0.21238425925925927,0.7106481481481481
19,disease_gene,0.07581018518518519,0.19386574074074073,0.7303240740740741
20,disease_gene,0.07349537037037036,0.1724537037037037,0.7540509259259259
21,disease_gene,0.07002314814814815,0.1579861111111111,0.7719907407407407
22,disease_gene,0.07002314814814815,0.140625,0.7893518518518519
23,disease_gene,0.06770833333333333,0.13194444444444445,0.8003472222222222
24,disease_gene,0.06712962962962964,0.11921296296296297,0.8136574074074074
25,disease_gene,0.06712962962962964,0.10821759259259259,0.8246527777777778
26,disease_gene,0.0642361111111111,0.09953703703703703,0.8362268518518519
27,disease_gene,0.0642361111111111,0.08969907407407407,0.8460648148148148
28,disease_gene,0.06365740740740741,0.08217592592592593,0.8541666666666666
29,disease_gene,0.06365740740740741,0.07175925925925926,0.8645833333333334
30,disease_gene,0.06365740740740741,0.06539351851851852,0.8709490740740741
31,disease_gene,0.0630787037037037,0.05787037037037037,0.8790509259259259
32,disease_gene,0.0625,0.05439814814814815,0.8831018518518519
33,disease_gene,0.0625,0.048032407407407406,0.8894675925925926
34,disease_gene,0.0625,0.04224537037037037,0.8952546296296297
35,disease_gene,0.0625,0.03587962962962963,0.9016203703703703
36,disease_gene,0.0625,0.030671296296296297,0.9068287037037037
37,disease_gene,0.0625,0.02662037037037037,0.9108796296296297
38,disease_gene,0.061921296296296294,0.02488425925925926,0.9131944444444444
39,disease_gene,0.061921296296296294,0.023726851851851853,0.9143518518518519
40,disease_gene,0.061342592592592594,0.02141203703703704,0.9172453703703703
41,disease_gene,0.061342592592592594,0.020833333333333332,0.9178240740740741
42,disease_gene,0.061342592592592594,0.02025462962962963,0.9184027777777778
43,disease_gene,0.061342592592592594,0.017361111111111112,0.9212962962962963
44,disease_gene,0.061342592592592594,0.015046296296296295,0.9236111111111112
45,disease_gene,0.061342592592592594,0.01273148148148148,0.9259259259259259
46,disease_gene,0.061342592592592594,0.012152777777777778,0.9265046296296297
47,disease_gene,0.061342592592592594,0.010416666666666666,0.9282407407407407
48,disease_gene,0.061342592592592594,0.009837962962962963,0.9288194444444444
49,disease_gene,0.06076388888888889,0.010416666666666666,0.9288194444444444
50,disease_gene,0.06018518518518518,0.010416666666666666,0.9293981481481481
51,disease_gene,0.06018518518518518,0.009837962962962963,0.9299768518518519
52,disease_gene,0.06018518518518518,0.008680555555555556,0.9311342592592593
53,disease_gene,0.06018518518518518,0.008101851851851851,0.9317129629629629
54,disease_gene,0.06018518518518518,0.007523148148148148,0.9322916666666666
55,disease_gene,0.06018518518518518,0.00636574074074074,0.9334490740740741
56,disease_gene,0.06018518518518518,0.00636574074074074,0.9334490740740741
57,disease_gene,0.06018518518518518,0.00636574074074074,0.9334490740740741
58,disease_gene,0.06018518518518518,0.00636574074074074,0.9334490740740741
59,disease_gene,0.06018518518518518,0.005208333333333333,0.9346064814814815
60,disease_gene,0.06018518518518518,0.004629629629629629,0.9351851851851852
61,disease_gene,0.06018518518518518,0.004629629629629629,0.9351851851851852
62,disease_gene,0.06018518518518518,0.004050925925925926,0.9357638888888888
63,disease_gene,0.06018518518518518,0.004050925925925926,0.9357638888888888
64,disease_gene,0.06018518518518518,0.003472222222222222,0.9363425925925926
65,disease_gene,0.06018518518518518,0.0028935185185185184,0.9369212962962963
66,disease_gene,0.06018518518518518,0.0028935185185185184,0.9369212962962963
67,disease_gene,0.06018518518518518,0.0028935185185185184,0.9369212962962963
68,disease_gene,0.06018518518518518,0.0028935185185185184,0.9369212962962963
69,disease_gene,0.06018518518518518,0.0028935185185185184,0.9369212962962963
70,disease_gene,0.06018518518518518,0.0028935185185185184,0.9369212962962963
71,disease_gene,0.06018518518518518,0.0023148148148148147,0.9375
72,disease_gene,0.06018518518518518,0.0023148148148148147,0.9375
73,disease_gene,0.06018518518518518,0.0023148148148148147,0.9375
74,disease_gene,0.06018518518518518,0.0023148148148148147,0.9375
75,disease_gene,0.06018518518518518,0.0023148148148148147,0.9375
76,disease_gene,0.06018518518518518,0.0023148148148148147,0.9375
77,disease_gene,0.06018518518518518,0.0023148148148148147,0.9375
78,disease_gene,0.06018518518518518,0.001736111111111111,0.9380787037037037
79,disease_gene,0.06018518518518518,0.001736111111111111,0.9380787037037037
80,disease_gene,0.06018518518518518,0.0011574074074074073,0.9386574074074074
81,disease_gene,0.06018518518518518,0.0011574074074074073,0.9386574074074074
82,disease_gene,0.06018518518518518,0.0011574074074074073,0.9386574074074074
83,disease_gene,0.06018518518518518,0.0011574074074074073,0.9386574074074074
84,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
85,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
86,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
87,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
88,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
89,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
90,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
91,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
92,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
93,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
94,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
95,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
96,disease_gene,0.06018518518518518,0.0005787037037037037,0.9392361111111112
97,disease_gene,0.06018518518518518,0.0,0.9398148148148148
