step,strategy,frac_S,frac_I,frac_R
6,hub,0.21258907363420426,0.27731591448931114,0.5100950118764845
7,hub,0.19418052256532067,0.20605700712589073,0.5997624703087886
8,hub,0.1840855106888361,0.15498812351543942,0.6609263657957245
9,hub,0.17458432304038005,0.10985748218527316,0.7155581947743468
10,hub,0.16864608076009502,0.08491686460807601,0.746437054631829
11,hub,0.16033254156769597,0.06413301662707839,0.7755344418052257
12,hub,0.15617577197149643,0.047505938242280284,0.7963182897862233
13,hub,0.15558194774346792,0.032066508313539195,0.8123515439429929
14,hub,0.15558194774346792,0.026128266033254157,0.8182897862232779
15,hub,0.15498812351543942,0.019002375296912115,0.8260095011876485
16,hub,0.15498812351543942,0.010688836104513063,0.8343230403800475
17,hub,0.1543942992874109,0.009501187648456057,0.836104513064133
18,hub,0.1543942992874109,0.006532066508313539,0.8390736342042755
19,hub,0.1543942992874109,0.0059382422802850355,0.8396674584323041
20,hub,0.1543942992874109,0.005344418052256532,0.8402612826603325
21,hub,0.1543942992874109,0.005344418052256532,0.8402612826603325
22,hub,0.1543942992874109,0.004156769596199525,0.8414489311163895
23,hub,0.1543942992874109,0.0029691211401425177,0.8426365795724465
24,hub,0.1543942992874109,0.0023752969121140144,0.8432304038004751
25,hub,0.1543942992874109,0.0011876484560570072,0.8444180522565321
26,hub,0.1543942992874109,0.0005938242280285036,0.8450118764845606
27,hub,0.1543942992874109,0.0005938242280285036,0.8450118764845606
28,hub,0.1543942992874109,0.0,0.8456057007125891
0,disease_gene,0.9863420427553444,0.013657957244655582,0.0
1,disease_gene,0.9418052256532067,0.05463182897862233,0.0035629453681710215
2,disease_gene,0.7921615201900237,0.18705463182897863,0.020783847980997625
3,disease_gene,0.5558194774346793,0.35451306413301664,0.08966745843230403
4,disease_gene,0.3818289786223278,0.42874109263657956,0.18942992874109263
5,disease_gene,0.29572446555819476,0.4002375296912114,0.30403800475059384
6,disease_gene,0.24584323040380046,0.33016627078384797,0.42399049881235157
7,disease_gene,0.21080760095011877,0.2666270783847981,0.5225653206650831
8,disease_gene,0.19121140142517815,0.21140142517814728,0.5973871733966746
9,disease_gene,0.17161520190023752,0.17042755344418054,0.6579572446555819
10,disease_gene,0.15676959619952494,0.13064133016627077,0.7125890736342043
11,disease_gene,0.15201900237529692,0.10095011876484561,0.7470308788598575
12,disease_gene,0.14667458432304037,0.08016627078384798,0.7731591448931117
13,disease_gene,0.14311163895486936,0.054038004750593824,0.8028503562945368
14,disease_gene,0.14192399049881235,0.03681710213776722,0.8212589073634204
15,disease_gene,0.14073634204275534,0.027315914489311165,0.8319477434679335
16,disease_gene,0.14014251781472684,0.016033254156769598,0.8438242280285035
17,disease_gene,0.13954869358669833,0.008907363420427554,0.8515439429928741
18,disease_gene,0.13954869358669833,0.00831353919239905,0.8521377672209026
19,disease_gene,0.13895486935866982,0.0059382422802850355,0.8551068883610451
20,disease_gene,0.13895486935866982,0.0029691211401425177,0.8580760095011877
21,disease_gene,0.13895486935866982,0.0011876484560570072,0.8598574821852731
22,disease_gene,0.13895486935866982,0.0011876484560570072,0.8598574821852731
23,disease_gene,0.13895486935866982,0.0005938242280285036,0.8604513064133017
24,disease_gene,0.13895486935866982,0.0,0.8610451306413301
