node,core_number,in_backbone
9606.ENSP00000264039,22,False
9606.ENSP00000329243,13,False
9606.ENSP00000329797,8,False
9606.ENSP00000242208,6,False
9606.ENSP00000256759,9,False
9606.ENSP00000418525,23,False
9606.ENSP00000379140,37,True
9606.ENSP00000254958,13,False
9606.ENSP00000263388,13,False
9606.ENSP00000256646,13,False
9606.ENSP00000313875,7,False
9606.ENSP00000260408,17,False
9606.ENSP00000436423,14,False
9606.ENSP00000348645,36,False
9606.ENSP00000361107,15,False
9606.ENSP00000336762,2,False
9606.ENSP00000257863,7,False
9606.ENSP00000371790,37,True
9606.ENSP00000417898,1,False
9606.ENSP00000221496,10,False
9606.ENSP00000245479,21,False
9606.ENSP00000368370,17,False
9606.ENSP00000255409,6,False
9606.ENSP00000374265,21,False
9606.ENSP00000423822,21,False
9606.ENSP00000373477,21,False
9606.ENSP00000354581,21,False
9606.ENSP00000392398,21,False
9606.ENSP00000311469,13,False
9606.ENSP00000319788,16,False
9606.ENSP00000377192,15,False
9606.ENSP00000363641,22,False
9606.ENSP00000434516,15,False
9606.ENSP00000368166,17,False
9606.ENSP00000265441,16,False
9606.ENSP00000225512,16,False
9606.ENSP00000261349,16,False
9606.ENSP00000229030,14,False
9606.ENSP00000257430,17,False
9606.ENSP00000262320,23,False
9606.ENSP00000220812,15,False
9606.ENSP00000222248,4,False
9606.ENSP00000263334,15,False
9606.ENSP00000273550,6,False
9606.ENSP00000220616,8,False
9606.ENSP00000252804,36,False
9606.ENSP00000401445,20,False
9606.ENSP00000265351,9,False
9606.ENSP00000263209,13,False
9606.ENSP00000373474,17,False
9606.ENSP00000298717,17,False
9606.ENSP00000250113,8,False
9606.ENSP00000338235,3,False
9606.ENSP00000274813,8,False
9606.ENSP00000296511,33,False
9606.ENSP00000280154,13,False
9606.ENSP00000367202,6,False
9606.ENSP00000261254,25,False
9606.ENSP00000262133,25,False
9606.ENSP00000276925,21,False
9606.ENSP00000262904,24,False
9606.ENSP00000220592,24,False
9606.ENSP00000262238,34,False
9606.ENSP00000227507,36,False
9606.ENSP00000258149,34,False
9606.ENSP00000276927,37,True
9606.ENSP00000296795,34,False
9606.ENSP00000358092,18,False
9606.ENSP00000263464,29,False
9606.ENSP00000231509,34,False
9606.ENSP00000277120,37,True
9606.ENSP00000266000,30,False
9606.ENSP00000365804,32,False
9606.ENSP00000239938,28,False
9606.ENSP00000267953,14,False
9606.ENSP00000315564,15,False
9606.ENSP00000329932,15,False
9606.ENSP00000307305,9,False
9606.ENSP00000344220,27,False
9606.ENSP00000356832,13,False
9606.ENSP00000359424,34,False
9606.ENSP00000375711,17,False
9606.ENSP00000379975,27,False
9606.ENSP00000348455,16,False
9606.ENSP00000337065,29,False
9606.ENSP00000356792,29,False
9606.ENSP00000362795,37,True
9606.ENSP00000343952,37,True
9606.ENSP00000249887,11,False
9606.ENSP00000308815,37,True
9606.ENSP00000286758,37,True
9606.ENSP00000351671,37,True
9606.ENSP00000296028,35,False
9606.ENSP00000319635,37,True
9606.ENSP00000296029,35,False
9606.ENSP00000379110,37,True
9606.ENSP00000332504,35,False
9606.ENSP00000262768,14,False
9606.ENSP00000279441,9,False
9606.ENSP00000299855,27,False
9606.ENSP00000266085,14,False
9606.ENSP00000458585,14,False
9606.ENSP00000378058,2,False
9606.ENSP00000230990,20,False
9606.ENSP00000264498,37,True
9606.ENSP00000260227,20,False
9606.ENSP00000267843,37,True
9606.ENSP00000427552,4,False
9606.ENSP00000401645,6,False
9606.ENSP00000231004,15,False
9606.ENSP00000244050,34,False
9606.ENSP00000260302,15,False
9606.ENSP00000308938,20,False
9606.ENSP00000308720,7,False
9606.ENSP00000497968,37,True
9606.ENSP00000223095,30,False
9606.ENSP00000226218,28,False
9606.ENSP00000225831,37,True
9606.ENSP00000262158,23,False
9606.ENSP00000355896,26,False
9606.ENSP00000229135,37,True
9606.ENSP00000290277,20,False
9606.ENSP00000320171,19,False
9606.ENSP00000217971,2,False
9606.ENSP00000381231,8,False
9606.ENSP00000485527,8,False
9606.ENSP00000495556,14,False
9606.ENSP00000303147,7,False
9606.ENSP00000367030,3,False
9606.ENSP00000246194,8,False
9606.ENSP00000217426,7,False
9606.ENSP00000254868,4,False
9606.ENSP00000357152,26,False
9606.ENSP00000384899,13,False
9606.ENSP00000333633,16,False
9606.ENSP00000217086,13,False
9606.ENSP00000356319,31,False
9606.ENSP00000361298,34,False
9606.ENSP00000357643,34,False
9606.ENSP00000404190,34,False
9606.ENSP00000300403,34,False
9606.ENSP00000348838,34,False
9606.ENSP00000355966,34,False
9606.ENSP00000335357,34,False
9606.ENSP00000378295,28,False
9606.ENSP00000368759,10,False
9606.ENSP00000380638,23,False
9606.ENSP00000261597,34,False
9606.ENSP00000265148,34,False
9606.ENSP00000287394,10,False
9606.ENSP00000217026,28,False
9606.ENSP00000382091,17,False
9606.ENSP00000216807,3,False
9606.ENSP00000244537,34,False
9606.ENSP00000372221,3,False
9606.ENSP00000464030,27,False
9606.ENSP00000265421,15,False
9606.ENSP00000384408,7,False
9606.ENSP00000219066,15,False
9606.ENSP00000262887,32,False
9606.ENSP00000231790,32,False
9606.ENSP00000498881,32,False
9606.ENSP00000265081,32,False
9606.ENSP00000233146,32,False
9606.ENSP00000234420,32,False
9606.ENSP00000421491,32,False
9606.ENSP00000448665,20,False
9606.ENSP00000287641,12,False
9606.ENSP00000307508,8,False
9606.ENSP00000256857,8,False
9606.ENSP00000266674,12,False
9606.ENSP00000353245,12,False
9606.ENSP00000478490,17,False
9606.ENSP00000444660,17,False
9606.ENSP00000454545,17,False
9606.ENSP00000337060,9,False
9606.ENSP00000216446,14,False
9606.ENSP00000261366,22,False
9606.ENSP00000265164,16,False
9606.ENSP00000339587,7,False
9606.ENSP00000248071,14,False
9606.ENSP00000379612,15,False
9606.ENSP00000351273,34,False
9606.ENSP00000330237,33,False
9606.ENSP00000358327,24,False
9606.ENSP00000352928,5,False
9606.ENSP00000289371,14,False
9606.ENSP00000329466,11,False
9606.ENSP00000324404,20,False
9606.ENSP00000264552,27,False
9606.ENSP00000260947,32,False
9606.ENSP00000289081,26,False
9606.ENSP00000294008,30,False
9606.ENSP00000216133,21,False
9606.ENSP00000221130,16,False
9606.ENSP00000250405,15,False
9606.ENSP00000376943,29,False
9606.ENSP00000326119,15,False
9606.ENSP00000363591,15,False
9606.ENSP00000293288,23,False
9606.ENSP00000216115,10,False
9606.ENSP00000356919,19,False
9606.ENSP00000307235,21,False
9606.ENSP00000315299,33,False
9606.ENSP00000304643,33,False
9606.ENSP00000233057,26,False
9606.ENSP00000256383,18,False
9606.ENSP00000301838,30,False
9606.ENSP00000356920,7,False
9606.ENSP00000419923,6,False
9606.ENSP00000222330,17,False
9606.ENSP00000216037,21,False
9606.ENSP00000222254,37,True
9606.ENSP00000247461,20,False
9606.ENSP00000239223,15,False
9606.ENSP00000263025,37,True
9606.ENSP00000291295,33,False
9606.ENSP00000279488,5,False
9606.ENSP00000229795,34,False
9606.ENSP00000345083,17,False
9606.ENSP00000341189,37,True
9606.ENSP00000248553,21,False
9606.ENSP00000358596,6,False
9606.ENSP00000353344,10,False
9606.ENSP00000313681,5,False
9606.ENSP00000469158,12,False
9606.ENSP00000308413,25,False
9606.ENSP00000250111,2,False
9606.ENSP00000228872,34,False
9606.ENSP00000262643,31,False
9606.ENSP00000231487,30,False
9606.ENSP00000301764,30,False
9606.ENSP00000410452,9,False
9606.ENSP00000256996,22,False
9606.ENSP00000256443,28,False
9606.ENSP00000469613,37,True
9606.ENSP00000356694,34,False
9606.ENSP00000498466,32,False
9606.ENSP00000360216,17,False
9606.ENSP00000249075,28,False
9606.ENSP00000264563,26,False
9606.ENSP00000215781,26,False
9606.ENSP00000222390,37,True
9606.ENSP00000272928,14,False
9606.ENSP00000292174,37,True
9606.ENSP00000292303,37,True
9606.ENSP00000215743,5,False
9606.ENSP00000212355,8,False
9606.ENSP00000221930,37,True
9606.ENSP00000238682,20,False
9606.ENSP00000245451,23,False
9606.ENSP00000307272,22,False
9606.ENSP00000365380,37,True
9606.ENSP00000295757,16,False
9606.ENSP00000358799,17,False
9606.ENSP00000222553,14,False
9606.ENSP00000249396,28,False
9606.ENSP00000226279,36,False
9606.ENSP00000257770,24,False
9606.ENSP00000264731,9,False
9606.ENSP00000225916,32,False
9606.ENSP00000261497,11,False
9606.ENSP00000254846,29,False
9606.ENSP00000307288,32,False
9606.ENSP00000356233,14,False
9606.ENSP00000285398,32,False
9606.ENSP00000262105,32,False
9606.ENSP00000253024,30,False
9606.ENSP00000250416,24,False
9606.ENSP00000370842,30,False
9606.ENSP00000295756,13,False
9606.ENSP00000302100,7,False
9606.ENSP00000250448,28,False
9606.ENSP00000216117,23,False
9606.ENSP00000231449,37,True
9606.ENSP00000296782,27,False
9606.ENSP00000312664,16,False
9606.ENSP00000312455,22,False
9606.ENSP00000225577,32,False
9606.ENSP00000262187,17,False
9606.ENSP00000351141,17,False
9606.ENSP00000497585,3,False
9606.ENSP00000212015,34,False
9606.ENSP00000226574,37,True
9606.ENSP00000219476,26,False
9606.ENSP00000216714,26,False
9606.ENSP00000267257,28,False
9606.ENSP00000300574,37,True
9606.ENSP00000320176,23,False
9606.ENSP00000282588,26,False
9606.ENSP00000293379,27,False
9606.ENSP00000282561,19,False
9606.ENSP00000320295,6,False
9606.ENSP00000215832,37,True
9606.ENSP00000268182,30,False
9606.ENSP00000262506,12,False
9606.ENSP00000244007,37,True
9606.ENSP00000311697,37,True
9606.ENSP00000261601,11,False
9606.ENSP00000210313,2,False
9606.ENSP00000250024,22,False
9606.ENSP00000323246,5,False
9606.ENSP00000261769,37,True
9606.ENSP00000216911,34,False
9606.ENSP00000253462,14,False
9606.ENSP00000209728,33,False
9606.ENSP00000260810,32,False
9606.ENSP00000249749,13,False
9606.ENSP00000205143,8,False
9606.ENSP00000254301,28,False
9606.ENSP00000312506,6,False
9606.ENSP00000281923,2,False
9606.ENSP00000312002,31,False
9606.ENSP00000358294,15,False
9606.ENSP00000419085,26,False
9606.ENSP00000283285,12,False
9606.ENSP00000264025,12,False
9606.ENSP00000356991,3,False
9606.ENSP00000347948,19,False
9606.ENSP00000354566,30,False
9606.ENSP00000358490,36,False
9606.ENSP00000420298,8,False
9606.ENSP00000378409,4,False
9606.ENSP00000201031,8,False
9606.ENSP00000315190,26,False
9606.ENSP00000324101,14,False
9606.ENSP00000324532,14,False
9606.ENSP00000264144,15,False
9606.ENSP00000261023,28,False
9606.ENSP00000230538,15,False
9606.ENSP00000252699,18,False
9606.ENSP00000222573,26,False
9606.ENSP00000225964,27,False
9606.ENSP00000360683,22,False
9606.ENSP00000314897,31,False
9606.ENSP00000428340,34,False
9606.ENSP00000428976,1,False
9606.ENSP00000188790,1,False
9606.ENSP00000179259,6,False
9606.ENSP00000290573,12,False
9606.ENSP00000328207,24,False
9606.ENSP00000228945,10,False
9606.ENSP00000303830,37,True
9606.ENSP00000319476,37,True
9606.ENSP00000292408,37,True
9606.ENSP00000346508,32,False
9606.ENSP00000262039,22,False
9606.ENSP00000330382,36,False
9606.ENSP00000332049,37,True
9606.ENSP00000169298,2,False
9606.ENSP00000399324,37,True
9606.ENSP00000352414,37,True
9606.ENSP00000334122,37,True
9606.ENSP00000385586,1,False
9606.ENSP00000264664,37,True
9606.ENSP00000274625,37,True
9606.ENSP00000265371,32,False
9606.ENSP00000263851,37,True
9606.ENSP00000262120,1,False
9606.ENSP00000242261,29,False
9606.ENSP00000263233,12,False
9606.ENSP00000499683,2,False
9606.ENSP00000253719,8,False
9606.ENSP00000216492,10,False
9606.ENSP00000221992,12,False
9606.ENSP00000167588,10,False
9606.ENSP00000252242,9,False
9606.ENSP00000308452,4,False
9606.ENSP00000343129,3,False
9606.ENSP00000264012,7,False
9606.ENSP00000200181,26,False
9606.ENSP00000167586,5,False
9606.ENSP00000167106,1,False
9606.ENSP00000358983,26,False
9606.ENSP00000221452,18,False
9606.ENSP00000263932,23,False
9606.ENSP00000164227,18,False
9606.ENSP00000216797,37,True
9606.ENSP00000304226,2,False
9606.ENSP00000276431,20,False
9606.ENSP00000241261,18,False
9606.ENSP00000293825,21,False
9606.ENSP00000216274,23,False
9606.ENSP00000219548,26,False
9606.ENSP00000218388,30,False
9606.ENSP00000219070,35,False
9606.ENSP00000343505,4,False
9606.ENSP00000395294,17,False
9606.ENSP00000245817,21,False
9606.ENSP00000266557,36,False
9606.ENSP00000281834,21,False
9606.ENSP00000264246,37,True
9606.ENSP00000320084,25,False
9606.ENSP00000359364,17,False
9606.ENSP00000242848,17,False
9606.ENSP00000297591,17,False
9606.ENSP00000263092,17,False
9606.ENSP00000258729,17,False
9606.ENSP00000216489,13,False
9606.ENSP00000161863,17,False
9606.ENSP00000335062,31,False
9606.ENSP00000333919,23,False
9606.ENSP00000161559,6,False
9606.ENSP00000217182,7,False
9606.ENSP00000156626,2,False
9606.ENSP00000075120,6,False
9606.ENSP00000053243,6,False
9606.ENSP00000416523,3,False
9606.ENSP00000383185,2,False
9606.ENSP00000361818,21,False
9606.ENSP00000266718,15,False
9606.ENSP00000231061,18,False
9606.ENSP00000215530,37,True
9606.ENSP00000180166,37,True
9606.ENSP00000168712,37,True
9606.ENSP00000172229,37,True
9606.ENSP00000228837,37,True
9606.ENSP00000359319,3,False
9606.ENSP00000052754,32,False
9606.ENSP00000043402,4,False
9606.ENSP00000211998,27,False
9606.ENSP00000501245,25,False
9606.ENSP00000296695,4,False
9606.ENSP00000252891,12,False
9606.ENSP00000027335,22,False
9606.ENSP00000432412,16,False
9606.ENSP00000247178,16,False
9606.ENSP00000283290,16,False
9606.ENSP00000025008,17,False
9606.ENSP00000355354,1,False
9606.ENSP00000410041,1,False
9606.ENSP00000367832,34,False
9606.ENSP00000020945,28,False
9606.ENSP00000406490,25,False
9606.ENSP00000348020,22,False
9606.ENSP00000259008,32,False
9606.ENSP00000368959,4,False
9606.ENSP00000420612,1,False
9606.ENSP00000274306,25,False
9606.ENSP00000351644,1,False
9606.ENSP00000013807,32,False
9606.ENSP00000229769,23,False
9606.ENSP00000331172,13,False
9606.ENSP00000368450,22,False
9606.ENSP00000227155,11,False
9606.ENSP00000349967,37,True
9606.ENSP00000423463,7,False
9606.ENSP00000228434,37,True
9606.ENSP00000246657,37,True
9606.ENSP00000177694,37,True
9606.ENSP00000216341,37,True
9606.ENSP00000226730,37,True
9606.ENSP00000231454,37,True
9606.ENSP00000203629,28,False
9606.ENSP00000250092,36,False
9606.ENSP00000479955,30,False
9606.ENSP00000302234,37,True
9606.ENSP00000216225,30,False
9606.ENSP00000256474,19,False
9606.ENSP00000265070,2,False
9606.ENSP00000312082,26,False
9606.ENSP00000444788,2,False
9606.ENSP00000296026,37,True
9606.ENSP00000085219,21,False
9606.ENSP00000221132,20,False
9606.ENSP00000162749,36,False
9606.ENSP00000361087,1,False
9606.ENSP00000263636,7,False
9606.ENSP00000011653,37,True
9606.ENSP00000225474,37,True
9606.ENSP00000219235,37,True
9606.ENSP00000219244,37,True
9606.ENSP00000215754,13,False
9606.ENSP00000366047,1,False
9606.ENSP00000458537,1,False
9606.ENSP00000245539,9,False
9606.ENSP00000295822,6,False
9606.ENSP00000252602,9,False
9606.ENSP00000333926,1,False
9606.ENSP00000285238,1,False
9606.ENSP00000371483,1,False
9606.ENSP00000009530,18,False
9606.ENSP00000296027,37,True
9606.ENSP00000295683,37,True
9606.ENSP00000293778,35,False
9606.ENSP00000325240,1,False
9606.ENSP00000006053,37,True
9606.ENSP00000497112,2,False
9606.ENSP00000006015,3,False
9606.ENSP00000374507,2,False
9606.ENSP00000220772,16,False
9606.ENSP00000005340,17,False
9606.ENSP00000365530,1,False
9606.ENSP00000005257,18,False
9606.ENSP00000003084,16,False
